price,bedrooms,bathrooms,sqft_living,floors,sqft_basement,yr_built
355000.0,4.0,2.5,2040,2.0,0,1996
425000.0,3.0,2.25,1790,1.0,500,1967
869000.0,4.0,3.0,3740,2.0,680,1988
915000.0,3.0,3.25,2660,2.0,490,2003
925000.0,4.0,2.0,3140,1.0,1100,1959
390000.0,3.0,1.0,1160,1.5,0,1910
330000.0,3.0,2.25,1860,2.0,0,1995
482500.0,4.0,3.0,1630,1.0,520,1990
525000.0,3.0,2.25,1750,3.0,0,2001
237000.0,3.0,1.0,1300,1.0,0,1960
205000.0,3.0,1.0,960,1.0,0,1960
623000.0,3.0,2.5,1850,2.0,0,1989
565000.0,4.0,2.75,3260,2.0,0,2013
400000.0,4.0,2.25,2420,1.0,1020,1973
405000.0,3.0,1.0,1460,1.5,0,2002
337000.0,4.0,3.0,2240,2.0,0,1992
355000.0,2.0,1.0,1240,1.0,240,1943
885000.0,3.0,2.25,2060,1.0,450,1975
420000.0,5.0,2.75,2280,1.0,980,1959
448000.0,4.0,2.5,2510,2.0,0,2006
800000.0,4.0,2.75,3150,2.0,0,2004
830000.0,5.0,2.25,2780,2.0,0,1978
725000.0,6.0,1.75,2380,2.0,0,1917
780000.0,3.0,2.25,2140,2.0,0,1905
325000.0,2.0,1.0,840,1.0,0,1948
488800.0,4.0,2.25,2170,1.0,870,1976
1320000.0,4.0,3.5,4410,2.0,0,1989
489000.0,4.0,2.0,2120,1.0,1060,1940
1240000.0,7.0,5.5,6630,2.0,1700,2004
595000.0,3.0,2.75,3290,2.0,0,1993
359900.0,5.0,2.25,2290,1.0,1000,1973
1080000.0,3.0,3.0,4910,2.0,910,1989
925000.0,4.0,2.75,3730,2.0,0,2012
625000.0,3.0,2.5,2440,2.0,0,2014
339990.0,3.0,2.5,2570,2.0,0,2014
775950.0,4.0,2.5,2970,2.0,0,2014
420000.0,5.0,3.0,2630,2.0,960,2013
654000.0,3.0,3.25,1530,2.0,250,2005
725000.0,3.0,3.5,3690,2.0,0,2001
375000.0,2.0,1.0,1230,2.0,400,1948
1100000.0,3.0,2.5,2200,1.0,800,1952
639500.0,4.0,2.25,2330,2.0,0,1986
849000.0,4.0,2.0,2160,1.5,0,1928
418000.0,4.0,1.5,1550,1.0,550,1956
442900.0,4.0,1.75,1780,1.0,890,1943
750000.0,3.0,1.75,2610,1.5,930,1934
930000.0,3.0,2.5,3290,2.0,0,2000
565000.0,2.0,1.75,1330,1.0,370,1914
874150.0,4.0,3.5,3530,2.0,960,1987
545000.0,4.0,2.5,2090,2.0,0,1990
500000.0,4.0,2.5,2040,1.0,620,1963
687000.0,4.0,2.5,2370,2.0,0,1966
810000.0,4.0,2.5,2810,2.0,0,1989
439500.0,3.0,2.5,2050,1.0,480,1977
802000.0,3.0,1.75,2870,1.5,1030,1907
732600.0,4.0,2.5,2130,1.0,900,1963
374000.0,4.0,2.5,2580,2.0,0,2004
330000.0,4.0,2.5,2380,2.0,0,1999
365000.0,4.0,2.0,1940,1.0,0,1962
290900.0,2.0,2.0,1610,2.0,0,1930
577000.0,3.0,2.5,2060,1.0,730,1976
280000.0,2.0,1.0,1010,1.0,0,1925
675000.0,4.0,2.5,2810,2.0,0,1982
800000.0,3.0,2.25,2380,1.0,930,1972
299995.0,2.0,1.0,1060,1.0,0,1951
440000.0,3.0,1.75,1560,1.0,310,1983
249500.0,2.0,1.75,1500,1.0,0,1963
690000.0,2.0,1.0,970,1.0,0,1907
235000.0,3.0,1.0,1170,1.0,0,1968
320000.0,3.0,2.5,2280,2.0,0,1998
350000.0,7.0,3.0,2800,1.0,1400,1963
334000.0,4.0,1.5,1150,1.5,0,1970
235000.0,6.0,3.0,2180,2.0,0,1980
442000.0,4.0,2.5,2520,2.0,0,1990
264000.0,3.0,1.75,1760,1.0,0,1966
275000.0,2.0,1.0,1180,1.0,0,1949
430000.0,2.0,1.5,950,1.0,0,1949
550000.0,3.0,2.5,1900,2.0,0,1988
775000.0,4.0,2.5,2300,2.0,0,1999
603500.0,6.0,2.75,2660,1.0,1110,1962
230000.0,3.0,1.0,1530,1.5,0,1919
449000.0,4.0,2.5,1850,1.0,620,1930
420000.0,3.0,2.0,1200,1.0,320,1937
735000.0,4.0,2.25,2270,1.0,930,1954
200000.0,3.0,1.5,1090,1.0,0,1968
286000.0,3.0,2.75,1100,2.0,320,2008
579000.0,3.0,2.5,1640,3.0,0,2009
345100.0,3.0,3.75,1950,1.0,590,1959
350000.0,3.0,1.75,1660,1.5,0,1957
291500.0,3.0,1.0,880,1.5,0,1946
649950.0,3.0,2.5,1500,2.0,300,2014
458500.0,3.0,2.0,1890,2.0,460,2012
500000.0,3.0,1.0,1150,2.0,0,1911
362300.0,3.0,2.5,2430,2.0,0,1997
324000.0,4.0,1.75,2110,1.0,940,1975
495000.0,3.0,2.0,2950,2.0,640,1918
233500.0,3.0,2.25,1650,2.0,0,1985
479000.0,3.0,2.25,2110,2.0,0,1978
322200.0,4.0,2.25,2010,2.0,0,1975
835000.0,4.0,2.5,3030,2.0,0,1998
347000.0,3.0,1.0,1270,1.0,0,1955
725000.0,3.0,1.75,1610,1.0,0,1962
345000.0,3.0,1.0,1140,2.0,0,1904
345950.0,3.0,2.5,2110,2.0,0,1989
550000.0,3.0,1.75,1840,1.0,0,1964
399950.0,3.0,1.75,1560,1.0,750,1940
269500.0,3.0,1.75,1840,1.0,600,1976
494000.0,4.0,2.5,1830,1.0,290,1973
453000.0,4.0,1.75,2120,1.0,1060,1956
442500.0,3.0,1.75,1600,1.0,550,1977
235000.0,4.0,1.75,1450,1.5,270,1962
389800.0,3.0,1.75,1880,1.0,0,1959
346000.0,3.0,1.75,1270,1.0,390,1950
360000.0,4.0,1.5,1720,1.0,0,1953
650000.0,4.0,2.5,2400,2.0,0,1990
290000.0,3.0,1.0,1150,1.0,160,1932
234000.0,2.0,1.0,870,1.0,0,1940
260000.0,4.0,2.5,2000,2.0,0,1989
349900.0,3.0,2.0,2420,1.0,1210,1949
275000.0,3.0,1.0,1080,1.0,0,1952
725000.0,4.0,2.5,3420,2.0,0,1988
375000.0,4.0,2.5,1870,2.0,0,1990
806000.0,4.0,2.5,2500,1.0,0,1997
470000.0,3.0,2.5,2150,2.0,0,1992
490000.0,3.0,2.25,1470,2.0,390,1984
615000.0,5.0,2.0,2130,1.5,860,1926
249000.0,3.0,1.0,1000,1.0,0,1968
396500.0,3.0,1.75,2390,1.0,1040,1955
405000.0,2.0,1.0,860,1.0,0,1901
560000.0,3.0,2.5,1960,2.0,0,1989
459950.0,4.0,2.5,2000,2.0,0,2003
265000.0,3.0,1.0,1620,1.5,0,1928
502000.0,6.0,2.5,2890,1.0,1260,1977
430000.0,3.0,1.75,1300,1.0,0,1981
525000.0,2.0,1.0,1080,1.0,0,1924
415000.0,4.0,2.5,2170,1.0,820,1955
600000.0,3.0,2.5,2260,2.0,0,1987
225000.0,3.0,1.75,1580,1.0,0,1967
300000.0,4.0,2.5,2620,2.0,0,2008
491234.0,4.0,2.5,1540,2.0,0,2014
905000.0,4.0,3.25,3440,2.0,0,2006
199950.0,5.0,2.5,1740,1.0,0,1959
450000.0,4.0,1.75,2160,1.0,900,1942
899000.0,3.0,1.0,1480,2.0,0,1949
649000.0,2.0,1.75,2260,2.0,370,2005
780000.0,4.0,3.5,3910,2.0,1420,1987
400000.0,4.0,1.75,1700,1.5,360,1965
831500.0,5.0,2.5,4470,2.5,0,1984
471001.0,3.0,1.75,1800,1.0,900,1905
385000.0,3.0,3.25,1630,3.0,0,2007
326000.0,3.0,1.0,1030,1.0,0,1969
335000.0,1.0,1.0,720,1.0,0,1907
320000.0,4.0,1.5,1890,1.0,0,1974
300000.0,4.0,2.5,1840,2.0,0,2004
269950.0,4.0,2.5,2540,2.0,0,1977
1220000.0,4.0,3.75,3520,1.5,1320,1913
590000.0,4.0,2.5,3220,1.5,0,1966
750000.0,3.0,2.0,1820,1.5,100,1941
239950.0,3.0,1.75,1230,1.0,0,1984
215000.0,3.0,2.0,1340,1.0,0,1931
165000.0,3.0,1.0,1200,1.0,0,1943
261350.0,3.0,1.75,1390,1.0,0,1962
569000.0,4.0,2.0,1730,1.0,670,1924
425000.0,3.0,2.25,1580,1.0,400,1992
800000.0,4.0,3.0,3520,1.0,1540,1954
715000.0,4.0,2.5,2650,1.0,970,1960
337000.0,3.0,1.75,1310,1.0,0,1993
560000.0,4.0,2.5,2300,2.0,0,1990
449500.0,3.0,2.25,1780,1.0,440,1972
660000.0,3.0,3.25,1980,3.0,0,1987
685000.0,2.0,1.5,1300,1.0,0,1943
905000.0,5.0,3.5,3500,2.0,930,1996
403500.0,3.0,1.0,1830,1.0,630,1960
405000.0,3.0,2.25,1520,3.0,0,2004
385000.0,4.0,2.75,2700,2.0,0,1984
285000.0,3.0,2.5,1660,2.0,0,2003
249900.0,3.0,2.0,1310,1.0,0,1990
633634.0,4.0,3.5,2960,2.0,0,2014
329900.0,3.0,2.5,2242,2.0,0,2011
310000.0,3.0,2.5,2540,2.0,0,2006
345000.0,3.0,1.5,1420,2.0,280,2008
160797.0,3.0,1.5,1270,2.0,0,2012
562500.0,3.0,2.25,1300,2.0,300,2006
664950.0,5.0,3.0,3190,1.0,1300,2013
515000.0,5.0,3.25,2910,2.0,870,2013
497000.0,3.0,2.25,1630,2.0,0,2005
312891.0,5.0,3.0,2300,2.0,0,2013
670000.0,3.0,2.5,3310,2.0,870,2008
362500.0,2.0,1.5,940,2.0,0,2009
402101.0,2.0,0.75,1020,2.0,0,2009
438000.0,3.0,1.75,1520,1.0,730,1948
687500.0,4.0,1.75,2330,1.5,820,1929
160000.0,3.0,1.5,1010,1.0,0,1962
415000.0,3.0,1.75,1070,1.0,0,1977
405000.0,3.0,2.5,3170,2.0,810,1995
880000.0,4.0,2.5,3030,3.0,0,2005
585000.0,3.0,2.5,2270,2.0,0,1998
640000.0,4.0,2.5,2341,2.0,0,1997
819000.0,3.0,3.5,2130,2.0,600,1908
520000.0,3.0,1.75,2300,1.0,0,1984
367500.0,3.0,1.0,1660,1.0,500,1978
762500.0,4.0,2.75,2610,1.0,850,1978
300000.0,3.0,1.0,2150,1.0,0,1954
625000.0,3.0,2.5,2410,1.0,590,1976
530000.0,2.0,1.5,1580,1.0,300,1941
379000.0,3.0,2.5,1740,2.0,0,1992
615000.0,2.0,1.0,1270,1.0,180,1949
660000.0,2.0,2.25,2550,2.0,690,1902
380000.0,3.0,2.25,1860,2.0,0,1963
314900.0,4.0,1.75,2700,1.0,1320,1958
324950.0,3.0,1.5,1460,1.0,0,1955
225000.0,3.0,1.75,1330,1.0,0,1968
535000.0,3.0,2.5,2070,2.0,0,1999
348500.0,3.0,1.5,1360,1.0,0,1966
725000.0,4.0,2.5,2650,2.0,0,1986
925000.0,4.0,3.0,3580,1.5,0,1985
549000.0,2.0,1.0,2034,1.0,875,1947
400000.0,3.0,2.0,1230,1.0,240,1984
620000.0,4.0,2.5,2450,2.0,0,1994
665000.0,6.0,2.75,2840,1.0,1420,1961
1215000.0,4.0,3.75,3820,1.0,0,1994
1157400.0,3.0,2.5,2740,2.0,0,1913
349950.0,4.0,2.5,2090,2.0,0,1989
339000.0,4.0,2.0,2470,1.5,500,1948
615000.0,3.0,1.75,1720,1.0,760,1924
751000.0,4.0,3.25,3090,2.0,720,2004
941000.0,4.0,1.75,2320,1.5,500,1926
600000.0,4.0,1.75,1740,1.0,0,1968
455000.0,4.0,2.5,2950,2.0,0,2005
1295648.0,0.0,0.0,4810,2.0,0,1990
485000.0,3.0,2.5,1500,1.0,600,1920
358000.0,3.0,1.5,1810,1.0,0,1969
339000.0,3.0,1.0,1100,1.0,380,1942
258000.0,3.0,1.0,1490,1.0,370,1969
455000.0,2.0,1.5,1200,2.0,200,2013
437000.0,4.0,2.5,1890,1.0,600,1980
689000.0,3.0,1.75,2200,1.0,700,1978
319000.0,4.0,2.5,2510,1.0,900,1978
510000.0,3.0,2.25,1420,3.0,0,2006
440000.0,3.0,1.75,2000,1.0,520,1957
1010000.0,2.0,2.0,1460,1.0,0,1900
875000.0,4.0,2.5,3220,2.0,0,1996
304000.0,4.0,2.0,1310,1.0,0,1953
139000.0,2.0,1.0,690,1.0,0,1942
464500.0,3.0,1.75,1150,1.0,0,1959
336500.0,3.0,1.0,1480,1.0,510,1963
230000.0,4.0,1.75,1850,1.0,580,1944
425000.0,3.0,2.5,1930,2.0,0,1990
300000.0,2.0,1.0,750,1.0,0,1941
457500.0,3.0,2.25,1430,2.0,450,1996
366000.0,3.0,1.75,1840,1.0,500,1977
502000.0,3.0,2.0,1300,1.0,0,1955
194000.0,3.0,1.0,1050,1.0,0,1983
305000.0,4.0,2.25,2210,2.0,0,1968
1250000.0,4.0,2.5,3220,1.0,1540,1973
575000.0,4.0,2.5,4620,2.0,0,1991
343500.0,4.0,1.75,1760,1.0,580,1950
325000.0,3.0,1.0,850,1.0,0,1948
600000.0,4.0,3.25,4690,2.0,1010,1995
850000.0,4.0,3.5,3920,2.0,0,1996
420000.0,3.0,2.5,2140,2.0,0,2005
257500.0,2.0,2.0,1180,1.0,0,1940
317000.0,5.0,2.5,2360,1.0,1180,1962
970000.0,3.0,2.25,3060,1.5,1250,1930
252000.0,3.0,2.25,1670,1.0,480,1977
683500.0,3.0,1.5,1820,1.5,180,1946
289000.0,3.0,2.5,1970,2.0,880,1988
355000.0,2.0,2.25,930,2.0,300,2007
675000.0,3.0,3.5,2300,1.0,0,2004
396500.0,3.0,2.5,2590,1.0,0,1976
362500.0,4.0,1.75,1450,1.0,0,1960
395000.0,4.0,1.75,1540,1.0,770,1943
599000.0,5.0,2.75,2730,1.0,650,1968
218000.0,3.0,1.0,880,1.0,0,1945
589950.0,4.0,2.5,3190,2.0,0,2006
218000.0,3.0,1.5,1330,1.0,0,1968
360000.0,3.0,1.75,1500,1.0,0,1957
350000.0,2.0,1.0,740,1.0,0,1922
350000.0,4.0,3.0,2560,2.0,0,2004
845000.0,3.0,2.0,2540,1.5,700,1930
839000.0,3.0,2.5,3200,1.0,0,2000
850000.0,4.0,3.0,3330,1.0,1540,1958
329950.0,2.0,1.0,900,1.0,0,1956
425000.0,4.0,1.5,1600,1.5,0,1946
210000.0,2.0,1.0,970,1.0,0,1956
631500.0,2.0,1.0,1130,1.0,0,1927
295000.0,2.0,1.0,650,1.0,0,1950
575000.0,3.0,2.25,2400,1.5,960,1926
415000.0,3.0,2.5,2280,2.0,0,2011
859000.0,4.0,2.25,3550,1.0,1720,2010
639888.0,4.0,2.5,2050,2.0,0,2012
329445.0,2.0,1.5,830,2.0,0,2005
745641.0,4.0,2.5,2440,2.0,0,2013
395000.0,3.0,2.5,1600,2.0,0,2007
790000.0,4.0,3.5,3190,2.0,0,2010
890000.0,4.0,1.0,2550,2.0,180,1905
400000.0,3.0,2.5,2180,1.0,760,1962
365500.0,3.0,2.0,1410,1.0,0,1983
245000.0,3.0,2.0,1410,1.0,0,1985
390000.0,4.0,2.5,2340,2.0,0,1993
196500.0,3.0,1.0,1320,1.0,0,1966
1200000.0,4.0,1.75,3990,2.0,0,2006
276900.0,3.0,1.0,1270,1.0,0,1958
995000.0,3.0,4.5,4380,2.0,660,1968
505000.0,3.0,2.5,1860,2.0,0,1987
1229000.0,4.0,3.5,3770,2.0,940,1989
352000.0,4.0,1.0,1530,1.0,550,1925
597326.0,4.0,4.0,3570,2.0,710,2013
800000.0,2.0,1.0,1740,1.0,0,1955
270000.0,3.0,2.5,1670,1.0,370,1990
235000.0,4.0,2.0,1570,2.0,0,1984
409900.0,2.0,2.5,1590,2.0,0,1997
739900.0,5.0,2.5,2980,2.0,0,2006
608000.0,4.0,2.5,2690,2.0,0,2001
381500.0,2.0,1.0,900,1.0,0,1924
562100.0,2.0,0.75,1440,1.0,240,1914
740000.0,4.0,2.5,3000,2.0,0,1995
308000.0,3.0,1.0,1640,1.5,0,1942
905000.0,5.0,3.5,3100,1.0,1440,1970
762000.0,4.0,3.5,4000,2.0,0,2007
356000.0,4.0,2.0,2020,1.5,0,1949
750000.0,3.0,1.5,1840,1.5,500,1915
418800.0,4.0,2.25,2100,1.0,810,1973
276000.0,4.0,2.25,2460,1.0,0,1959
725000.0,3.0,2.5,2610,2.0,0,1996
285000.0,3.0,2.0,1460,1.0,0,1995
205000.0,3.0,1.0,1050,1.0,0,1958
583000.0,3.0,2.5,1790,2.0,0,1989
657000.0,4.0,2.5,2180,1.5,760,1926
386000.0,4.0,2.25,2050,2.0,280,1965
589950.0,5.0,3.0,2790,1.0,1290,1973
575000.0,3.0,2.25,1700,1.5,600,1924
574000.0,3.0,2.5,2380,2.0,0,2002
690500.0,5.0,2.0,2000,1.5,720,1908
565000.0,2.0,1.75,1670,1.0,0,2005
500000.0,3.0,1.5,1190,1.0,220,1940
330000.0,6.0,2.25,3040,1.0,1150,1951
286000.0,2.0,1.0,780,1.0,0,1930
450000.0,3.0,1.5,2330,1.0,1000,1954
870000.0,4.0,2.75,2840,1.5,880,1912
725000.0,4.0,2.5,2490,2.0,0,2000
275000.0,2.0,1.0,770,1.0,0,1927
645000.0,3.0,2.75,1850,1.0,0,1953
152000.0,3.0,1.0,1090,1.0,0,1969
315000.0,4.0,2.0,1780,1.5,850,1918
190000.0,1.0,0.75,930,1.0,0,1941
700000.0,4.0,2.5,2770,2.0,0,2004
233000.0,3.0,1.0,1250,1.5,0,1955
249000.0,4.0,2.25,1830,2.0,0,1990
310000.0,2.0,1.0,870,1.0,0,1950
265950.0,3.0,1.5,1150,1.0,0,1951
860000.0,5.0,3.25,4500,2.0,1500,1968
200000.0,3.0,1.0,1150,1.5,0,1938
402000.0,4.0,2.25,2000,2.0,350,1926
305000.0,6.0,2.0,1900,1.0,700,1964
505000.0,3.0,1.75,1640,1.0,0,1975
1355000.0,3.0,1.5,2680,2.0,800,1913
482000.0,3.0,2.5,2420,2.0,0,1998
299950.0,3.0,1.75,1790,1.0,0,1978
770000.0,4.0,2.5,3920,2.0,0,1997
245700.0,3.0,2.25,1640,1.0,460,1968
283000.0,3.0,1.0,890,1.0,0,1954
650000.0,4.0,2.75,1910,1.0,490,1940
530000.0,5.0,2.25,2140,1.0,1070,1962
440000.0,3.0,1.75,2030,1.0,0,1953
1005000.0,4.0,4.5,4225,2.0,0,1985
599990.0,3.0,2.25,2680,1.0,1110,1978
544000.0,4.0,2.5,2030,2.0,0,1994
270000.0,2.0,1.0,2060,1.0,800,1962
435000.0,2.0,1.0,1060,1.5,0,1943
349000.0,3.0,1.0,1010,1.0,0,1947
1140000.0,4.0,2.25,3310,2.0,0,1924
320000.0,4.0,2.5,2000,2.0,0,1997
804100.0,4.0,2.5,3070,2.0,0,2005
594000.0,3.0,2.25,1270,2.0,210,2014
531500.0,4.0,2.75,3110,1.0,0,1958
1150000.0,3.0,2.0,2110,2.0,0,1979
374500.0,3.0,2.25,1400,2.0,0,1984
450000.0,4.0,2.75,2310,1.0,980,1952
744500.0,5.0,2.5,2700,1.0,950,1967
913888.0,5.0,2.25,2370,2.0,0,1981
760000.0,4.0,2.5,2760,2.0,530,1942
346500.0,2.0,1.75,1610,1.0,600,1941
280000.0,3.0,1.75,1230,1.0,0,1966
557500.0,3.0,1.75,1900,1.0,0,1959
260000.0,3.0,1.5,1580,1.0,440,1954
1330000.0,3.0,1.5,1940,1.5,0,1900
640000.0,3.0,1.75,1620,1.0,580,1947
280000.0,7.0,2.5,1940,2.0,0,1994
205000.0,3.0,1.0,1230,1.0,0,1965
957000.0,5.0,3.25,3160,2.0,980,2005
625000.0,5.0,2.5,2700,1.0,750,1955
680000.0,4.0,1.5,1880,1.0,440,1954
150000.0,2.0,1.0,890,1.0,0,1942
255950.0,3.0,2.5,1720,2.0,0,1992
246500.0,3.0,2.5,1620,2.0,0,1989
450000.0,2.0,1.0,1380,1.0,500,1931
595888.0,3.0,1.75,1870,1.0,0,1958
454000.0,3.0,1.0,1970,1.0,0,1970
299900.0,3.0,1.0,1110,1.0,0,1979
200000.0,3.0,2.0,1190,1.0,0,1995
346500.0,3.0,1.0,1150,1.0,0,1932
585000.0,4.0,2.75,2890,1.0,1330,1973
383000.0,3.0,1.75,1500,1.0,0,1977
519000.0,4.0,2.5,1950,1.5,700,1910
410000.0,3.0,1.5,1250,1.0,0,1968
578000.0,4.0,2.5,2070,2.0,0,1996
1280000.0,4.0,3.5,4660,2.0,0,2003
395000.0,2.0,2.25,1350,2.0,300,2007
364000.0,3.0,2.5,1800,2.0,0,2011
240000.0,3.0,2.25,1481,2.0,0,2012
328423.0,3.0,2.5,1730,2.0,0,2014
594000.0,4.0,2.75,2720,2.0,0,2005
425000.0,3.0,2.5,2320,3.0,0,2009
309620.0,3.0,2.5,1860,2.0,0,2012
260000.0,5.0,2.5,2025,2.0,0,2007
563500.0,3.0,2.5,1400,3.5,0,2007
975000.0,5.0,3.0,2620,2.0,0,2009
937000.0,3.0,1.75,2450,2.0,700,1915
518500.0,3.0,3.5,1590,3.0,0,2010
563500.0,4.0,1.75,2085,1.0,475,1964
1050000.0,4.0,3.5,3450,2.0,0,2007
350000.0,3.0,2.25,1780,2.0,0,1987
826000.0,4.0,2.5,3060,2.0,0,2006
225000.0,3.0,2.0,1700,1.0,730,1945
235867.0,4.0,2.0,1330,1.0,0,1942
399000.0,4.0,3.0,3060,2.0,0,2001
177500.0,3.0,1.5,1220,1.0,0,1968
224000.0,4.0,1.5,1600,1.0,0,1959
302000.0,4.0,1.75,1530,1.5,0,1968
760000.0,3.0,2.5,1980,1.0,0,1959
460000.0,3.0,2.5,1730,1.0,520,1969
415000.0,3.0,1.0,1170,1.0,0,1957
669000.0,2.0,1.75,1950,1.0,790,1952
254600.0,3.0,2.0,1470,1.0,0,1968
357250.0,3.0,1.5,1400,1.0,0,1952
910000.0,4.0,3.5,4040,2.0,0,1987
725000.0,6.0,3.0,3110,1.5,1300,1921
670000.0,3.0,1.5,1490,1.5,0,1906
440000.0,4.0,1.5,1770,2.0,0,1947
1025000.0,4.0,3.5,3320,1.0,1280,1977
320000.0,2.0,1.0,950,1.0,0,1948
310000.0,4.0,2.5,2430,2.0,0,2002
772650.0,4.0,2.5,2660,1.0,0,1955
669950.0,4.0,2.5,2670,2.0,0,1996
690000.0,5.0,3.5,2720,2.0,860,1993
385000.0,4.0,2.5,3200,1.0,1590,1970
663000.0,3.0,2.5,2480,1.5,0,1974
300000.0,3.0,2.25,1780,1.0,0,1967
225500.0,2.0,1.75,1590,1.0,0,1972
320000.0,3.0,2.0,1550,1.5,0,1999
775000.0,3.0,2.75,2850,1.0,930,1976
805000.0,3.0,2.75,2600,1.5,1000,1929
252750.0,4.0,1.0,1230,1.5,0,1944
254000.0,5.0,2.0,2080,1.0,340,1959
620000.0,6.0,3.5,3600,2.0,860,2004
435000.0,4.0,2.75,2110,1.0,600,1962
460000.0,4.0,2.5,2550,1.0,1250,1961
268000.0,3.0,2.5,1650,2.0,0,1991
446000.0,2.0,1.5,1370,2.0,290,2008
285000.0,2.0,1.0,1010,1.0,0,1975
530000.0,3.0,2.0,2330,2.5,0,1987
402000.0,2.0,1.0,620,1.0,0,1911
358000.0,3.0,1.5,2450,1.0,0,1967
354950.0,4.0,2.75,2530,1.0,1250,1977
405000.0,4.0,2.5,2220,2.0,0,2001
568000.0,4.0,1.75,2110,1.0,0,1979
575000.0,5.0,3.0,3690,1.0,1000,1960
315000.0,4.0,2.5,1940,1.0,800,1977
280927.0,4.0,2.25,2070,2.0,0,1977
440000.0,4.0,2.5,2160,1.0,770,1976
270000.0,4.0,2.25,2600,1.0,1000,1965
755000.0,4.0,2.75,2880,1.5,780,1912
289659.0,4.0,2.25,2260,2.0,0,1984
555000.0,5.0,3.0,3640,2.0,0,2004
450000.0,3.0,1.5,1530,1.0,0,1952
1145000.0,3.0,2.5,2490,2.0,820,1918
495000.0,3.0,1.75,1440,1.0,0,1983
1250000.0,3.0,3.0,3760,2.5,700,1910
580000.0,4.0,1.75,1720,1.0,300,1975
560000.0,4.0,2.5,2480,1.0,970,1959
1080000.0,4.0,3.5,3990,2.0,0,2008
450000.0,2.0,1.75,840,1.0,140,1912
815000.0,3.0,2.0,2270,1.0,0,1968
354000.0,4.0,2.5,2580,2.0,0,2005
279900.0,3.0,1.75,1580,1.0,0,1988
339000.0,2.0,1.0,950,1.0,0,1941
1340000.0,4.0,3.5,3190,2.0,1030,2003
710000.0,3.0,3.25,3740,2.5,640,1990
815000.0,4.0,2.75,2620,1.0,1310,1949
800000.0,3.0,1.75,2080,1.0,0,1958
638000.0,3.0,2.0,1660,1.0,690,1922
475580.0,3.0,1.75,1520,1.0,0,1983
243800.0,3.0,1.0,1140,1.0,0,1981
600000.0,3.0,2.5,3240,2.0,330,2004
620000.0,3.0,2.0,2460,1.0,0,1988
750000.0,4.0,2.75,1750,1.5,0,1903
626000.0,3.0,1.75,2430,2.0,670,1945
230000.0,3.0,1.0,1060,1.0,0,1956
537000.0,3.0,3.0,2410,2.0,0,1942
210000.0,2.0,1.0,720,1.0,0,1943
200500.0,3.0,1.75,1260,1.0,0,1963
253500.0,3.0,1.0,1640,1.0,550,1954
150000.0,3.0,1.0,1310,1.0,350,1962
440000.0,3.0,1.5,2120,1.0,900,1949
667000.0,3.0,1.75,3320,1.5,1060,1933
660000.0,3.0,1.0,1210,1.0,0,1955
695000.0,3.0,2.75,2590,2.0,0,1993
440000.0,4.0,2.5,2250,2.0,0,1989
1388000.0,4.0,3.0,4040,1.0,2020,1972
219500.0,3.0,1.0,1090,1.5,0,1912
220000.0,3.0,1.5,1660,2.0,0,1981
270000.0,2.0,1.0,1780,1.0,0,1954
900000.0,4.0,3.5,3370,2.0,900,2008
800000.0,4.0,2.5,2990,2.0,0,1990
365000.0,5.0,2.0,2280,1.5,0,1924
1387800.0,3.0,3.0,2480,2.0,750,1950
451000.0,5.0,2.75,2830,1.5,0,1967
202000.0,2.0,1.0,920,1.0,0,1950
1410000.0,4.0,2.25,3250,2.0,0,1979
471000.0,2.0,1.75,1240,1.0,0,1924
827000.0,4.0,2.5,3230,1.0,1360,1977
235000.0,5.0,2.5,2500,1.0,1200,1979
216500.0,2.0,1.75,1390,1.0,0,1980
359000.0,5.0,1.75,1940,1.5,0,1953
252500.0,3.0,2.0,1900,1.0,0,1991
370000.0,3.0,1.5,2380,1.0,530,1961
663000.0,3.0,2.0,1480,1.0,620,1928
971971.0,4.0,3.75,3460,2.0,0,2013
420000.0,3.0,1.75,1444,1.5,0,2008
330675.0,4.0,3.0,1930,1.0,730,2006
240000.0,4.0,1.0,1200,1.5,0,1933
334888.0,3.0,2.5,1769,2.0,0,2012
414000.0,3.0,2.5,2490,2.5,0,2012
782900.0,4.0,3.25,3060,2.0,760,2014
525000.0,4.0,2.75,3030,2.0,0,2011
429900.0,3.0,2.5,2370,2.0,0,2009
390000.0,3.0,3.25,1370,2.0,270,2006
224000.0,3.0,1.75,1500,1.0,0,2014
257500.0,3.0,2.25,1715,2.0,0,1995
665000.0,2.0,1.0,1110,1.0,0,1925
327000.0,5.0,2.75,2400,2.0,0,1998
425000.0,3.0,1.0,1520,1.5,0,1988
687500.0,4.0,2.75,3190,2.0,0,1994
672500.0,3.0,2.25,2400,1.5,1150,1939
140000.0,3.0,1.0,1060,1.0,0,1959
215500.0,2.0,1.75,1220,1.0,0,1972
464900.0,4.0,2.25,2020,1.0,640,1979
417000.0,4.0,2.25,2300,1.0,920,1959
453000.0,4.0,2.75,2300,1.0,750,1979
700000.0,3.0,2.5,1660,2.0,260,2002
259500.0,3.0,1.75,1650,1.0,0,1957
460000.0,4.0,2.5,2110,1.0,820,1985
561500.0,3.0,1.75,1960,1.0,980,1939
641000.0,4.0,2.5,2770,2.0,0,1997
330000.0,4.0,1.75,2440,1.0,830,1978
